id;original_name;genus;species;species_auth;infrasp1_rank;infrasp1;infrasp1_auth;infrasp2_rank;infrasp2;infrasp2_auth
15131;Colletia spinosa auct., non Lam.;Colletia;spinosa;auct. , non Lam.;;;;;;
15132;Colletia spinosa Lam., nom. illeg.;Colletia;spinosa;Lam. , nom. illeg.;;;;;;
15133;Collinsia bicolor Benth., non Raf., nom. illeg.;Collinsia;bicolor;Benth. , non Raf. , nom. illeg.;;;;;;
15134;Colocasia antiquorum Schott;Colocasia;antiquorum;Schott;;;;;;
15135;Colocasia antiquorum Schott var. esculenta (L.) Schott ex Seem.;Colocasia;antiquorum;Schott;var;esculenta;(L. ) Schott ex Seem.;;;
15136;Colocasia colocasia (L.) Huth, nom. illeg.;Colocasia;colocasia;(L. ) Huth, nom. illeg.;;;;;;
15137;Colocasia esculenta (L.) Schoot var. antiquorum (Schott) C.E.Hubb. & Rehder;Colocasia;esculenta;(L. ) Schoot;var;antiquorum;(Schott) C. E. Hubb. & Rehder;;;
15138;Colocynthis citrullus (L.) Kuntze;Colocynthis;citrullus;(L. ) Kuntze;;;;;;
15139;Colocynthis vulgaris Schrad.;Colocynthis;vulgaris;Schrad.;;;;;;
15140;Colutea arborescens L. subsp. gallica Browicz;Colutea;arborescens;L.;subsp;gallica;Browicz;;;
15141;Colymbada acaulis (L.) Holub;Colymbada;acaulis;(L. ) Holub;;;;;;
15142;Colymbada alpestris (Hegetschw.) Rauschert;Colymbada;alpestris;(Hegetschw. ) Rauschert;;;;;;
15143;Colymbada arachnoidea (Viv.) Banfi, Galasso & Soldano;Colymbada;arachnoidea;(Viv. ) Banfi, Galasso & Soldano;;;;;;
15144;Colymbada centauroides (L.) Hill;Colymbada;centauroides;(L. ) Hill;;;;;;
15145;Colymbada ceratophylla (Ten.) Holub;Colymbada;ceratophylla;(Ten. ) Holub;;;;;;
15146;Colymbada collina (L.) Holub;Colymbada;collina;(L. ) Holub;;;;;;
15147;Colymbada dichroantha (A. Kern.) Holub;Colymbada;dichroantha;(A. Kern. ) Holub;;;;;;
15148;Colymbada grinensis (Reut.) Holub;Colymbada;grinensis;(Reut. ) Holub;;;;;;
15149;Colymbada grinensis (Reut.) Holub subsp. fritschii (Hayek) Dostál;Colymbada;grinensis;(Reut. ) Holub;subsp;fritschii;(Hayek) Dostal;;;
15150;Colymbada orientalis (L.) Holub;Colymbada;orientalis;(L. ) Holub;;;;;;
15151;Colymbada ragusina (L.) Holub;Colymbada;ragusina;(L. ) Holub;;;;;;
15152;Colymbada rupestris (L.) Holub;Colymbada;rupestris;(L. ) Holub;;;;;;
15153;Colymbada rupestris (L.) Holub subsp. ceratophylla (Ten.) Banfi, Galasso & Soldano;Colymbada;rupestris;(L. ) Holub;subsp;ceratophylla;(Ten. ) Banfi, Galasso & Soldano;;;
15154;Colymbada salonitana (Vis.) Holub;Colymbada;salonitana;(Vis. ) Holub;;;;;;
15155;Colymbada scabiosa (L.) Holub;Colymbada;scabiosa;(L. ) Holub;;;;;;
15156;Colymbada scabiosa (L.) Holub subsp. fritschii (Hayek) Á.Löve & D.Löve;Colymbada;scabiosa;(L. ) Holub;subsp;fritschii;(Hayek) A. Love & D. Love;;;
15157;Colymbada tauromenitana (Guss.) Holub;Colymbada;tauromenitana;(Guss. ) Holub;;;;;;
15158;Comastoma nanum (Wulfen) Toyok.;Comastoma;nanum;(Wulfen) Toyok.;;;;;;
15159;Comastoma tenellum (Rottb.) Toyok.;Comastoma;tenellum;(Rottb. ) Toyok.;;;;;;
15160;Combesia campestris (Eckl. & Zeyh.) P.V.Heath;Combesia;campestris;(Eckl. & Zeyh. ) P. V. Heath;;;;;;
15161;Combesia muscosa (L.) P.V.Heath;Combesia;muscosa;(L. ) P. V. Heath;;;;;;
15162;Commelina virginica auct. Fl. Ital., non L.;Commelina;virginica;auct. Fl. Ital. , non L.;;;;;;
15163;Condylocarpus officinalis (L.) W.D.J.Koch;Condylocarpus;officinalis;(L. ) W. D. J. Koch;;;;;;
15164;Conium major Lam.;Conium;major;Lam.;;;;;;
15165;Conopodium capillifolium (Guss.) Boiss.;Conopodium;capillifolium;(Guss. ) Boiss.;;;;;;
15166;Conringia orientalis (L.) C.Presl, isonym;Conringia;orientalis;(L. ) C. Presl, isonym;;;;;;
15167;Conringia orientalis (L.) Dumort., isonym;Conringia;orientalis;(L. ) Dumort. , isonym;;;;;;
15168;Consolea leucacantha (hort. Berol. ex Salm-Dyck) Lem.;Consolea;leucacantha;(hort. Berol. ex SalmDyck) Lem.;;;;;;
15169;Consolida ajacis (L.) Schur;Consolida;ajacis;(L. ) Schur;;;;;;
15170;Consolida hispanica (Willk. ex Costa) Greuter & Burdet, isonym;Consolida;hispanica;(Willk. ex Costa) Greuter & Burdet, isonym;;;;;;
15171;Consolida hispanica (Willk. ex Costa) Schrödinger, nom. altern.;Consolida;hispanica;(Willk. ex Costa) Schrodinger, nom. altern.;;;;;;
15172;Consolida orientalis Schrödinger subsp. hispanica (Willk. ex Costa) M.Laínz, isonym;Consolida;orientalis;Schrodinger;subsp;hispanica;(Willk. ex Costa) M. Lainz, isonym;;;
15173;Consolida orientalis Schrödinger subsp. hispanica (Willk. ex Costa) P.W.Ball & Heywood, isonym;Consolida;orientalis;Schrodinger;subsp;hispanica;(Willk. ex Costa) P. W. Ball & Heywood, isonym;;;
15174;Consolida orientalis Schrödinger subsp. hispanica (Willk. ex Costa) Schrödinger, nom. altern.;Consolida;orientalis;Schrodinger;subsp;hispanica;(Willk. ex Costa) Schrodinger, nom. altern.;;;
15175;Consolida orientalis Schrödinger var. hispanica (Willk. ex Costa) Losa & Rivas Goday;Consolida;orientalis;Schrodinger;var;hispanica;(Willk. ex Costa) Losa & Rivas Goday;;;
15176;Consolida orientalis Schrödinger, nom. illeg.;Consolida;orientalis;Schrodinger, nom. illeg.;;;;;;
15177;Consolida pubescens (DC.) Soó;Consolida;pubescens;(DC. ) Soo;;;;;;
15178;Consolida regalis Gray subsp. paniculata (Host) Soó;Consolida;regalis;Gray;subsp;paniculata;(Host) Soo;;;
15179;Consolida regalis Gray subsp. regalis;Consolida;regalis;Gray;subsp;regalis;;;;
15180;Convallaria bifolia L.;Convallaria;bifolia;L.;;;;;;
15181;Convallaria hirta Poir.;Convallaria;hirta;Poir.;;;;;;
15182;Convallaria japonica L.f.;Convallaria;japonica;L. f.;;;;;;
15183;Convallaria multiflora L.;Convallaria;multiflora;L.;;;;;;
15184;Convallaria odorata Mill.;Convallaria;odorata;Mill.;;;;;;
15185;Convallaria spicata Thunb.;Convallaria;spicata;Thunb.;;;;;;
15186;Convallaria verticillata L.;Convallaria;verticillata;L.;;;;;;
15187;Convolvuloides triloba Moench, nom. rej.;Convolvuloides;triloba;Moench, nom. rej.;;;;;;
15188;Convolvulus acetosifolius Vahl ;Convolvulus;acetosifolius;Vahl;;;;;;
15189;Convolvulus acuminatus Vahl;Convolvulus;acuminatus;Vahl;;;;;;
15190;Convolvulus althaeoides L. subsp. tenuissimus (Sibth. & Sm.) Stace;Convolvulus;althaeoides;L.;subsp;tenuissimus;(Sibth. & Sm. ) Stace;;;
15191;Convolvulus arenarius Vahl ;Convolvulus;arenarius;Vahl;;;;;;
15192;Convolvulus attenuatus M.Martens & Galeotti;Convolvulus;attenuatus;M. Martens & Galeotti;;;;;;
15193;Convolvulus batata Vell.;Convolvulus;batata;Vell.;;;;;;
15194;Convolvulus batatas L.;Convolvulus;batatas;L.;;;;;;
15195;Convolvulus bogotensis Kunth;Convolvulus;bogotensis;Kunth;;;;;;
15196;Convolvulus caeruleus (Roxb.) Spreng.;Convolvulus;caeruleus;(Roxb. ) Spreng.;;;;;;
15197;Convolvulus cairicus L.;Convolvulus;cairicus;L.;;;;;;
15198;Convolvulus candicans Sol. ex Sims;Convolvulus;candicans;Sol. ex Sims;;;;;;
15199;Convolvulus cavanillesii (Roem. & Schult.) Spreng.;Convolvulus;cavanillesii;(Roem. & Schult. ) Spreng.;;;;;;
15200;Convolvulus ciliolatus Michx.;Convolvulus;ciliolatus;Michx.;;;;;;
15201;Convolvulus coccineus (L.) Salisb.;Convolvulus;coccineus;(L. ) Salisb.;;;;;;
15202;Convolvulus coccineus (L.) Salisb. var. typicus Kuntze, nom. inval.;Convolvulus;coccineus;(L. ) Salisb.;var;typicus;Kuntze, nom. inval.;;;
15203;Convolvulus congestus (R.Br.) Spreng., non R.Br., nom. illeg.;Convolvulus;congestus;(R. Br. ) Spreng. , non R. Br. , nom. illeg.;;;;;;
15204;Convolvulus cordatifolius Vell.;Convolvulus;cordatifolius;Vell.;;;;;;
15205;Convolvulus dillenii Desr.;Convolvulus;dillenii;Desr.;;;;;;
15206;Convolvulus edulis Thunb. ex Murray;Convolvulus;edulis;Thunb. ex Murray;;;;;;
15207;Convolvulus edulis Vell., nom. illeg.;Convolvulus;edulis;Vell. , nom. illeg.;;;;;;
15208;Convolvulus esculentus Salisb., nom. illeg.;Convolvulus;esculentus;Salisb. , nom. illeg.;;;;;;
15209;Convolvulus esculentus Vell., non Salisb., nom. illeg.;Convolvulus;esculentus;Vell. , non Salisb. , nom. illeg.;;;;;;
15210;Convolvulus fastigiatus Roxb.;Convolvulus;fastigiatus;Roxb.;;;;;;
15211;Convolvulus hederaceus L., non Ipomoea hederacea Jacq.;Convolvulus;hederaceus;L. , non Ipomoea hederacea Jacq.;;;;;;
15212;Convolvulus hederifolius Salisb.;Convolvulus;hederifolius;Salisb.;;;;;;
15213;Convolvulus heptaphyllus Willd.;Convolvulus;heptaphyllus;Willd.;;;;;;
15214;Convolvulus heterophyllus Sessé & Moc., non Willd., nom. illeg.;Convolvulus;heterophyllus;Sesse & Moc. , non Willd. , nom. illeg.;;;;;;
15215;Convolvulus imperati Vahl;Convolvulus;imperati;Vahl;;;;;;
15216;Convolvulus indicus Burm.;Convolvulus;indicus;Burm.;;;;;;
15217;Convolvulus littoralis L. ;Convolvulus;littoralis;L.;;;;;;
15218;Convolvulus lymphaticus Vell.;Convolvulus;lymphaticus;Vell.;;;;;;
15219;Convolvulus mauritanicus Boiss.;Convolvulus;mauritanicus;Boiss.;;;;;;
15220;Convolvulus meonanthus Hoffmanns. & Link;Convolvulus;meonanthus;Hoffmanns. & Link;;;;;;
15221;Convolvulus mollis Kunth, non Burm.f., nom. illeg.;Convolvulus;mollis;Kunth, non Burm. f. , nom. illeg.;;;;;;
15222;Convolvulus mutabilis (Ker Gawl.) Spreng., non Salisb., nom. illeg.;Convolvulus;mutabilis;(Ker Gawl. ) Spreng. , non Salisb. , nom. illeg.;;;;;;
15223;Convolvulus mutabilis Salisb., nom. illeg.;Convolvulus;mutabilis;Salisb. , nom. illeg.;;;;;;
15224;Convolvulus nil L.;Convolvulus;nil;L.;;;;;;
15225;Convolvulus panduratus L.;Convolvulus;panduratus;L.;;;;;;
15226;Convolvulus paniculatus Náves;Convolvulus;paniculatus;Naves;;;;;;
15227;Convolvulus peruvianus Spreng.;Convolvulus;peruvianus;Spreng.;;;;;;
15228;Convolvulus platanifolius Vahl;Convolvulus;platanifolius;Vahl;;;;;;
15229;Convolvulus portoricensis Spreng.;Convolvulus;portoricensis;Spreng.;;;;;;
15230;Convolvulus pudibundus Lindl.;Convolvulus;pudibundus;Lindl.;;;;;;
15231;Convolvulus purpureus L.;Convolvulus;purpureus;L.;;;;;;
15232;Convolvulus quinquelobus Vahl;Convolvulus;quinquelobus;Vahl;;;;;;
15233;Convolvulus roseus Mill.;Convolvulus;roseus;Mill.;;;;;;
15234;Convolvulus rubrocaeruleus (Hook.) D.Dietr.;Convolvulus;rubrocaeruleus;(Hook. ) D. Dietr.;;;;;;
15235;Convolvulus sabatius auct. p.p., non Viv.;Convolvulus;sabatius;auct. p. p. , non Viv.;;;;;;
15236;Convolvulus sagittifolius Michx.;Convolvulus;sagittifolius;Michx.;;;;;;
15237;Convolvulus siculus L. subsp. agrestis (Schweinf.) Verdcourt;Convolvulus;siculus;L.;subsp;agrestis;(Schweinf. ) Verdcourt;;;
15238;Convolvulus sinuatus Petagna, non Ipomoea sinuata Ortega;Convolvulus;sinuatus;Petagna, non Ipomoea sinuata Ortega;;;;;;
15239;Convolvulus speciosus Walter, non L.f., nom. illeg.;Convolvulus;speciosus;Walter, non L. f. , nom. illeg.;;;;;;
15240;Convolvulus stolonifer Cyr., nom. illeg.;Convolvulus;stolonifer;Cyr. , nom. illeg.;;;;;;
15241;Convolvulus tomentosus Vell.;Convolvulus;tomentosus;Vell.;;;;;;
15242;Convolvulus trilobus (L.) Desr.;Convolvulus;trilobus;(L. ) Desr.;;;;;;
15243;Convolvulus tuberculatus Desr.;Convolvulus;tuberculatus;Desr.;;;;;;
15244;Convolvulus tuberosus Vell., non Spreng., nom. illeg.;Convolvulus;tuberosus;Vell. , non Spreng. , nom. illeg.;;;;;;
15245;Convolvulus variabilis Schltdl. & Cham.;Convolvulus;variabilis;Schltdl. & Cham.;;;;;;
15246;Convolvulus varius Vell.;Convolvulus;varius;Vell.;;;;;;
15247;Convolvulus venustus Spreng.;Convolvulus;venustus;Spreng.;;;;;;
15248;Convolvulus wheleri Vahl;Convolvulus;wheleri;Vahl;;;;;;
15249;Conyza ×daveauana Sennen;Conyza;×daveauana;Sennen;;;;;;
15250;Conyza ×flahaultiana Sennen;Conyza;×flahaultiana;Sennen;;;;;;
15251;Conyza albida Willd. ex Spreng.;Conyza;albida;Willd. ex Spreng.;;;;;;
15252;Conyza altissima Naudin & Debeaux;Conyza;altissima;Naudin & Debeaux;;;;;;
15253;Conyza ambigua DC.;Conyza;ambigua;DC.;;;;;;
15254;Conyza bilbaoana J.Rémy;Conyza;bilbaoana;J. Remy;;;;;;
15255;Conyza blakei (Cabrera) Cabrera;Conyza;blakei;(Cabrera) Cabrera;;;;;;
15256;Conyza bonariensis (L.) Cronquist;Conyza;bonariensis;(L. ) Cronquist;;;;;;
15257;Conyza bonariensis (L.) Cronquist f. subleiotheca Cuatrec.;Conyza;bonariensis;(L. ) Cronquist;form;subleiotheca;Cuatrec.;;;
15258;Conyza bonariensis (L.) Cronquist var. angustifolia (Cabrera) Cabrera;Conyza;bonariensis;(L. ) Cronquist;var;angustifolia;(Cabrera) Cabrera;;;
15259;Conyza bonariensis (L.) Cronquist var. leiotheca (S.F.Blake) Cuatrec.;Conyza;bonariensis;(L. ) Cronquist;var;leiotheca;(S. F. Blake) Cuatrec.;;;
15260;Conyza bonariensis (L.) Cronquist var. microcephala (Cabrera) Cabrera;Conyza;bonariensis;(L. ) Cronquist;var;microcephala;(Cabrera) Cabrera;;;
15261;Conyza canadensis (L.) Cronquist;Conyza;canadensis;(L. ) Cronquist;;;;;;
15262;Conyza crispa (Porr.) Rupr.;Conyza;crispa;(Porr. ) Rupr.;;;;;;
15263;Conyza erigeroides DC.;Conyza;erigeroides;DC.;;;;;;
15264;Conyza floribunda Kunth;Conyza;floribunda;Kunth;;;;;;
15265;Conyza floribunda Kunth var. subleiotheca (Cuatrec.) J.B.Marshall;Conyza;floribunda;Kunth;var;subleiotheca;(Cuatrec. ) J. B. Marshall;;;
15266;Conyza geminiflora Ten.;Conyza;geminiflora;Ten.;;;;;;
15267;Conyza groegeri V.M.Badillo;Conyza;groegeri;V. M. Badillo;;;;;;
15268;Conyza linifolia (Willd.) Täckh., non L., nom. illeg.;Conyza;linifolia;(Willd. ) Tackh. , non L. , nom. illeg.;;;;;;
15269;Conyza naudinii Bonnet;Conyza;naudinii;Bonnet;;;;;;
15270;Conyza rufescens Hoffmanns. & Link;Conyza;rufescens;Hoffmanns. & Link;;;;;;
15271;Conyza rupestris L.;Conyza;rupestris;L.;;;;;;
15272;Conyza squamata Spreng.;Conyza;squamata;Spreng.;;;;;;
15273;Conyza squarrosa L.;Conyza;squarrosa;L.;;;;;;
15274;Conyza sumatrensis (Retz.) E.Walker;Conyza;sumatrensis;(Retz. ) E. Walker;;;;;;
15275;Conyza sumatrensis (Retz.) E.Walker var. floribunda (Kunth) J.B.Marshall;Conyza;sumatrensis;(Retz. ) E. Walker;var;floribunda;(Kunth) J. B. Marshall;;;
15276;Conyza sumatrensis (Retz.) E.Walker var. leiotheca (S.F.Blake) Pruski & G.Sancho;Conyza;sumatrensis;(Retz. ) E. Walker;var;leiotheca;(S. F. Blake) Pruski & G. Sancho;;;
15277;Conyza tenorei Spreng.;Conyza;tenorei;Spreng.;;;;;;
15278;Conyza verbascifolia Willd.;Conyza;verbascifolia;Willd.;;;;;;
15279;Conyza vulgaris Lam., nom. illeg.;Conyza;vulgaris;Lam. , nom. illeg.;;;;;;
15280;Conyzanthus squamatus (Spreng.) Tamamsch.;Conyzanthus;squamatus;(Spreng. ) Tamamsch.;;;;;;
15281;Conyzella canadensis (L.) Rupr.;Conyzella;canadensis;(L. ) Rupr.;;;;;;
15282;Conyzella linifolia (Willd.) Greene;Conyzella;linifolia;(Willd. ) Greene;;;;;;
15283;Corallorhiza innata R.Br.;Corallorhiza;innata;R. Br.;;;;;;
15284;Corchorus japonicus (L.) Houtt.;Corchorus;japonicus;(L. ) Houtt.;;;;;;
15285;Corchorus japonicus (L.) Thunb., isonym;Corchorus;japonicus;(L. ) Thunb. , isonym;;;;;;
15286;Coreopsis aurea Aiton;Coreopsis;aurea;Aiton;;;;;;
15287;Coreopsis ferulifolia auct., non Jacq.;Coreopsis;ferulifolia;auct. , non Jacq.;;;;;;
15288;Coreopsis formosa Bonato;Coreopsis;formosa;Bonato;;;;;;
15289;Coreopsis lanceolata L.;Coreopsis;lanceolata;L.;;;;;;
15290;Coreopsis tinctoria Nutt.;Coreopsis;tinctoria;Nutt.;;;;;;
15291;Coriandrum testiculatum L.;Coriandrum;testiculatum;L.;;;;;;
15292;Coridothymus capitatus (L.) Rchb.f.;Coridothymus;capitatus;(L. ) Rchb. f.;;;;;;
15293;Corindum halicacabum (L.) Medik.;Corindum;halicacabum;(L. ) Medik.;;;;;;
15294;Coris monspeliensis L. var. annua Halácsy & Bald.;Coris;monspeliensis;L.;var;annua;Halacsy & Bald.;;;
15295;Corispermum intermedium auct.;Corispermum;intermedium;auct.;;;;;;
15296;Corispermum volgicum Klokov;Corispermum;volgicum;Klokov;;;;;;
15297;Coristospermum lucidum (Mill.) Reduron, Charpin & Pimenov subsp. cuneifolium (Guss.) Reduron, Charpin & Pimenov;Coristospermum;lucidum;(Mill. ) Reduron, Charpin & Pimenov;subsp;cuneifolium;(Guss. ) Reduron, Charpin & Pimenov;;;
15298;Coristospermum lucidum (Mill.) Reduron, Charpin & Pimenov subsp. seguieri (Jacq.) Leute;Coristospermum;lucidum;(Mill. ) Reduron, Charpin & Pimenov;subsp;seguieri;(Jacq. ) Leute;;;
15299;Cormus domestica (L.) Spach;Cormus;domestica;(L. ) Spach;;;;;;
15300;Cornelia verticillata Ard.;Cornelia;verticillata;Ard.;;;;;;
15301;Coronilla cretica L.;Coronilla;cretica;L.;;;;;;
15302;Coronilla emeroides Boiss. & Spruner;Coronilla;emeroides;Boiss. & Spruner;;;;;;
15303;Coronilla emerus L. subsp. emeroides (Boiss. & Spruner) Hayek;Coronilla;emerus;L.;subsp;emeroides;(Boiss. & Spruner) Hayek;;;
15304;Coronilla emerus L. subsp. emerus;Coronilla;emerus;L.;subsp;emerus;;;;
15305;Coronilla glauca L.;Coronilla;glauca;L.;;;;;;
15306;Coronilla lotoides Koch;Coronilla;lotoides;Koch;;;;;;
15307;Coronilla pentaphylla Desf.;Coronilla;pentaphylla;Desf.;;;;;;
15308;Coronilla securidaca L.;Coronilla;securidaca;L.;;;;;;
15309;Coronilla serradella E.H.L.Krause, nom. illeg.;Coronilla;serradella;E. H. L. Krause, nom. illeg.;;;;;;
15310;Coronilla valentina L. subsp. glauca (L.) Batt.;Coronilla;valentina;L.;subsp;glauca;(L. ) Batt.;;;
15311;Coronilla valentina L. subsp. pentaphylla (Desf.) Batt.;Coronilla;valentina;L.;subsp;pentaphylla;(Desf. ) Batt.;;;
15312;Coronilla varia L.;Coronilla;varia;L.;;;;;;
15313;Coronopus didymus (L.) Sm.;Coronopus;didymus;(L. ) Sm.;;;;;;
15314;Coronopus squamatus (Forssk.) Asch.;Coronopus;squamatus;(Forssk. ) Asch.;;;;;;
15315;Corrigiola litoralis L. subsp. telephiifolia Pourret;Corrigiola;litoralis;L.;subsp;telephiifolia;Pourret;;;
15316;Cortaderia argentea Stapf, nom. illeg.;Cortaderia;argentea;Stapf, nom. illeg.;;;;;;
15317;Cortusa matthioli L.;Cortusa;matthioli;L.;;;;;;
15318;Corydalis lutea (L.) DC.;Corydalis;lutea;(L. ) DC.;;;;;;
15319;Corydalis ochroleuca Koch;Corydalis;ochroleuca;Koch;;;;;;
15320;Corydalis solida (L.) Clairv. subsp. densiflora (C.Presl) Arcang.;Corydalis;solida;(L. ) Clairv.;subsp;densiflora;(C. Presl) Arcang.;;;
15321;Corynephorus divaricatus sensu Pignatti;Corynephorus;divaricatus;sensu Pignatti;;;;;;
15322;Corynephorus fasciculatus Boiss. & Reut.;Corynephorus;fasciculatus;Boiss. & Reut.;;;;;;
15323;Cosmos aurantiacus Klatt, non Bidens aurantiaca Colenso;Cosmos;aurantiacus;Klatt, non Bidens aurantiaca Colenso;;;;;;
15324;Cosmos bipinnatus Cav., non Bidens bipinnata L.;Cosmos;bipinnatus;Cav. , non Bidens bipinnata L.;;;;;;
15325;Cosmos sulphureus Cav.;Cosmos;sulphureus;Cav.;;;;;;
15326;Cotoneaster acuminatus Lindl. var. simonsii (Baker) Dippel;Cotoneaster;acuminatus;Lindl.;var;simonsii;(Baker) Dippel;;;
15327;Cotoneaster angustifolia Franch.;Cotoneaster;angustifolia;Franch.;;;;;;
15328;Cotoneaster applanatus Duthie ex J.H.Veitch;Cotoneaster;applanatus;Duthie ex J. H. Veitch;;;;;;
15329;Cotoneaster coriaceus auct., non Franch.;Cotoneaster;coriaceus;auct. , non Franch.;;;;;;
15330;Cotoneaster crenulatus (D.Don) K.Koch;Cotoneaster;crenulatus;(D. Don) K. Koch;;;;;;
15331;Cotoneaster divaricatus auct., non Rehder & E.H.Wilson;Cotoneaster;divaricatus;auct. , non Rehder & E. H. Wilson;;;;;;
15332;Cotoneaster formosanus Hayata;Cotoneaster;formosanus;Hayata;;;;;;
15333;Cotoneaster integerrimus Medik. var. nebrodensis (Guss.) Fiori;Cotoneaster;integerrimus;Medik.;var;nebrodensis;(Guss. ) Fiori;;;
15334;Cotoneaster juranus Gand.;Cotoneaster;juranus;Gand.;;;;;;
15335;Cotoneaster koidzumii Hayata;Cotoneaster;koidzumii;Hayata;;;;;;
15336;Cotoneaster mairei H.Lév.;Cotoneaster;mairei;H. Lev.;;;;;;
15337;Cotoneaster mathonnetii Gand.;Cotoneaster;mathonnetii;Gand.;;;;;;
15338;Cotoneaster nebrodensis auct.;Cotoneaster;nebrodensis;auct.;;;;;;
15339;Cotoneaster nebrodensis auct. Fl. Ital. p.p.;Cotoneaster;nebrodensis;auct. Fl. Ital. p. p.;;;;;;
15340;Cotoneaster pyrenaicus Gand.;Cotoneaster;pyrenaicus;Gand.;;;;;;
15341;Cotoneaster symondsii auct., non T.Moore;Cotoneaster;symondsii;auct. , non T. Moore;;;;;;
15342;Cotoneaster taitoensis Hayata;Cotoneaster;taitoensis;Hayata;;;;;;
15343;Cotula abrotanifolia Willd.;Cotula;abrotanifolia;Willd.;;;;;;
15344;Cotula aurea Loefl.;Cotula;aurea;Loefl.;;;;;;
15345;Cotyledon anomala (Britton) Fedde;Cotyledon;anomala;(Britton) Fedde;;;;;;
15346;Cotyledon arborescens auct., non Mill.;Cotyledon;arborescens;auct. , non Mill.;;;;;;
15347;Cotyledon chlorantha (Heldr. & Sartori ex Boiss.) Halácsy;Cotyledon;chlorantha;(Heldr. & Sartori ex Boiss. ) Halacsy;;;;;;
15348;Cotyledon horizontalis Guss.;Cotyledon;horizontalis;Guss.;;;;;;
15349;Cotyledon lutea Huds.;Cotyledon;lutea;Huds.;;;;;;
15350;Cotyledon ovata Mill.;Cotyledon;ovata;Mill.;;;;;;
15351;Cotyledon paraguyensis N.E.Br.;Cotyledon;paraguyensis;N. E. Br.;;;;;;
15352;Cotyledon rupestris Salisb.;Cotyledon;rupestris;Salisb.;;;;;;
15353;Coulteria tinctoria Kunth;Coulteria;tinctoria;Kunth;;;;;;
15354;Covola napifolia (Jacq.) Medik.;Covola;napifolia;(Jacq. ) Medik.;;;;;;
15355;Coyza gracilis Hoffmanns. & Link;Coyza;gracilis;Hoffmanns. & Link;;;;;;
15356;Craepalia temulenta (L.) Schrank;Craepalia;temulenta;(L. ) Schrank;;;;;;
15357;Crassula arborescens auct., non (Mill.) Willd.;Crassula;arborescens;auct. , non (Mill. ) Willd.;;;;;;
15358;Crassula argentea Thunb.;Crassula;argentea;Thunb.;;;;;;
15359;Crassula basaltica Brullo & Siracusa;Crassula;basaltica;Brullo & Siracusa;;;;;;
15360;Crassula lycopodioides Lam.;Crassula;lycopodioides;Lam.;;;;;;
15361;Crassula magnolii DC.;Crassula;magnolii;DC.;;;;;;
15362;Crassula portulacea Lam.;Crassula;portulacea;Lam.;;;;;;
15363;Crassula quadrifida Baker;Crassula;quadrifida;Baker;;;;;;
15364;Crassula robusta Toelken;Crassula;robusta;Toelken;;;;;;
15365;Crassula vaillantii (Willd.) Roth;Crassula;vaillantii;(Willd. ) Roth;;;;;;
15366;Crataegus alpina Mill.;Crataegus;alpina;Mill.;;;;;;
15367;Crataegus aria L.;Crataegus;aria;L.;;;;;;
15368;Crataegus aucuparia (L.) Salisb.;Crataegus;aucuparia;(L. ) Salisb.;;;;;;
15369;Crataegus azarella (Griseb.) Franco;Crataegus;azarella;(Griseb. ) Franco;;;;;;
15370;Crataegus bibas Lour.;Crataegus;bibas;Lour.;;;;;;
15371;Crataegus cerasina Sarg.;Crataegus;cerasina;Sarg.;;;;;;
15372;Crataegus chamaemespilus (L.) Jacq.;Crataegus;chamaemespilus;(L. ) Jacq.;;;;;;
15373;Crataegus champlainensis Sarg.;Crataegus;champlainensis;Sarg.;;;;;;
15374;Crataegus coccinea L. var. mollis (Torr. & A.Gray) Scheele;Crataegus;coccinea;L.;var;mollis;(Torr. & A. Gray) Scheele;;;
15375;Crataegus collina Chapm. × Crataegus sp. ser. Molles (Sarg.) Rehder;;;;;;;;;
15376;Crataegus crus-galli L. var. prunifolia Torr. & A.Gray;Crataegus;crusgalli;L.;var;prunifolia;Torr. & A. Gray;;;
15377;Crataegus dentata Thuill.;Crataegus;dentata;Thuill.;;;;;;
15378;Crataegus fennica Kalm;Crataegus;fennica;Kalm;;;;;;
15379;Crataegus flabellifolia Spach;Crataegus;flabellifolia;Spach;;;;;;
15380;Crataegus florentina Zuccagni;Crataegus;florentina;Zuccagni;;;;;;
15381;Crataegus germanica (L.) Kuntze;Crataegus;germanica;(L. ) Kuntze;;;;;;
15382;Crataegus graeca Spach;Crataegus;graeca;Spach;;;;;;
15383;Crataegus helderbergensis Sarg.;Crataegus;helderbergensis;Sarg.;;;;;;
15384;Crataegus hybrida L.;Crataegus;hybrida;L.;;;;;;
